Measurement Time,Production (W),To Battery (W),To Grid (W),To Home (W),Consumption (W),From Battery (W),From Grid (W),From Solar (W),hour,day,month,weekday,day_night,tariff,role
2023-01-01 09:15:00,4145.6665,0.0,2913.6506,1232.016,1232.016,0.0,0.0,1232.016,9,1,1,6,1,6.5,Producer
2023-01-01 09:30:00,5028.3335,0.0,3806.2107,1222.1227,1222.1227,0.0,0.0,1222.1227,9,1,1,6,1,6.5,Producer
2023-01-01 09:45:00,5510.3335,0.0,4164.7256,1345.6079,1345.6079,0.0,0.0,1345.6079,9,1,1,6,1,6.5,Producer
2023-01-01 10:00:00,6069.3335,0.0,4897.177,1172.1566,1172.1566,0.0,0.0,1172.1566,10,1,1,6,1,6.5,Producer
2023-01-01 10:15:00,6653.3335,0.0,5488.8726,1164.4608,1164.4608,0.0,0.0,1164.4608,10,1,1,6,1,6.5,Producer
2023-01-01 10:30:00,7060.0,0.0,5930.587,1129.413,1129.413,0.0,0.0,1129.413,10,1,1,6,1,6.5,Producer
2023-01-01 10:45:00,7360.0,0.0,6222.3853,1137.6149,1137.6149,0.0,0.0,1137.6149,10,1,1,6,1,6.5,Producer
2023-01-01 11:00:00,7944.0,0.0,6716.317,1227.6831,1227.6831,0.0,0.0,1227.6831,11,1,1,6,1,6.5,Producer
2023-01-01 11:15:00,8174.0,0.0,6519.724,1654.276,1654.276,0.0,0.0,1654.276,11,1,1,6,1,6.5,Producer
2023-01-01 11:30:00,8405.667,0.0,6836.8354,1568.8314,1568.8314,0.0,0.0,1568.8314,11,1,1,6,1,6.5,Producer
2023-01-01 11:45:00,8926.0,0.0,5730.1465,3195.8533,3195.8533,0.0,0.0,3195.8533,11,1,1,6,1,6.5,Producer
2023-01-01 12:00:00,9010.0,0.0,6441.925,2568.075,2568.075,0.0,0.0,2568.075,12,1,1,6,1,6.5,Producer
2023-01-01 12:15:00,8918.667,0.0,6408.6685,2509.9983,2509.9983,0.0,0.0,2509.9983,12,1,1,6,1,6.5,Producer
2023-01-01 12:30:00,8751.0,0.0,6227.6323,2523.3674,2523.3674,0.0,0.0,2523.3674,12,1,1,6,1,6.5,Producer
2023-01-01 12:45:00,8501.0,0.0,6123.538,2377.4617,2377.4617,0.0,0.0,2377.4617,12,1,1,6,1,6.5,Producer
2023-01-01 13:00:00,8398.0,0.0,5659.4814,2738.5186,2738.5186,0.0,0.0,2738.5186,13,1,1,6,1,6.5,Producer
2023-01-01 13:15:00,8177.6665,0.0,5743.539,2434.1274,2434.1274,0.0,0.0,2434.1274,13,1,1,6,1,6.5,Producer
2023-01-01 13:30:00,7793.0,0.0,5127.0,2666.0002,2666.0002,0.0,0.0,2666.0002,13,1,1,6,1,6.5,Producer
2023-01-01 13:45:00,7722.6665,0.0,4582.7363,3139.9297,3139.9297,0.0,0.0,3139.9297,13,1,1,6,1,6.5,Producer
2023-01-01 14:00:00,7322.3335,0.0,4893.5483,2428.7852,2428.7852,0.0,0.0,2428.7852,14,1,1,6,1,6.5,Producer
2023-01-01 14:15:00,6974.0,0.0,4465.1987,2508.8013,2508.8013,0.0,0.0,2508.8013,14,1,1,6,1,6.5,Producer
2023-01-01 14:30:00,6610.0,0.0,4411.0425,2198.9575,2198.9575,0.0,0.0,2198.9575,14,1,1,6,1,6.5,Producer
2023-01-01 14:45:00,6158.3335,0.0,4095.932,2062.402,2062.402,0.0,0.0,2062.402,14,1,1,6,1,6.5,Producer
2023-01-01 15:00:00,5612.0,0.0,2262.719,3349.281,3349.281,0.0,0.0,3349.281,15,1,1,6,1,6.5,Producer
2023-01-01 15:15:00,5147.0,0.0,1219.4078,3927.5923,3927.5923,0.0,0.0,3927.5923,15,1,1,6,1,6.5,Producer
2023-01-01 15:30:00,4629.6665,0.0,651.5982,3978.0684,3978.0684,0.0,0.0,3978.0684,15,1,1,6,1,6.5,Producer
2023-01-01 15:45:00,4019.0,0.0,1202.8527,2816.1475,2816.1475,0.0,0.0,2816.1475,15,1,1,6,1,6.5,Producer
2023-01-01 16:00:00,2627.6667,0.0,283.03073,2344.636,2755.3198,0.0,410.6838,2344.636,16,1,1,6,1,6.5,Prosumer
2023-01-01 16:15:00,2446.6667,0.0,37.13444,2409.5322,2752.6865,0.0,343.15433,2409.5322,16,1,1,6,1,6.5,Prosumer
2023-01-01 16:30:00,1807.0,0.0,940.9064,866.0936,866.0936,0.0,0.0,866.0936,16,1,1,6,1,6.5,Producer
2023-01-01 16:45:00,1487.3334,0.0,796.0798,691.2537,691.2537,0.0,0.0,691.2537,16,1,1,6,1,6.5,Producer
2023-01-01 17:00:00,1074.3334,0.0,250.58492,823.74854,931.6859,0.0,107.93738,823.74854,17,1,1,6,1,6.5,Producer
2023-01-01 17:15:00,723.0,0.0,0.0,723.0,2835.0508,0.0,2112.0508,723.0,17,1,1,6,1,6.5,Prosumer
2023-01-01 17:30:00,475.33334,0.0,0.0,475.33334,3473.1416,0.0,2997.8083,475.33334,17,1,1,6,1,6.5,Prosumer
2023-01-01 17:45:00,205.33333,0.0,0.0,205.33333,3408.5474,0.0,3203.214,205.33333,17,1,1,6,1,6.5,Prosumer
2023-01-01 18:00:00,85.666664,0.0,0.0,85.666664,3476.0269,0.0,3390.36,85.666664,18,1,1,6,0,4.5,Prosumer
2023-01-01 18:15:00,41.666668,0.0,0.0,41.666668,3062.8137,0.0,3021.147,41.666668,18,1,1,6,0,4.5,Prosumer
2023-01-01 18:30:00,0.0,0.0,0.0,0.0,2758.647,0.0,2758.647,0.0,18,1,1,6,0,4.5,Consumer
2023-01-01 18:45:00,0.0,0.0,0.0,0.0,2353.0493,0.0,2353.0493,0.0,18,1,1,6,0,4.5,Consumer
2023-01-01 19:00:00,0.0,0.0,0.0,0.0,2476.063,0.0,2476.063,0.0,19,1,1,6,0,4.5,Consumer
2023-01-01 19:15:00,0.0,0.0,0.0,0.0,2647.88,0.0,2647.88,0.0,19,1,1,6,0,4.5,Consumer
2023-01-01 19:30:00,0.0,0.0,0.0,0.0,2190.6287,0.0,2190.6287,0.0,19,1,1,6,0,4.5,Consumer
2023-01-01 19:45:00,0.0,0.0,0.0,0.0,4283.0063,0.0,4283.0063,0.0,19,1,1,6,0,4.5,Consumer
2023-01-01 20:00:00,0.0,0.0,0.0,0.0,4271.6133,0.0,4271.6133,0.0,20,1,1,6,0,4.5,Consumer
2023-01-01 20:15:00,0.0,0.0,0.0,0.0,7636.257,0.0,7636.257,0.0,20,1,1,6,0,4.5,Consumer
2023-01-01 20:30:00,0.0,0.0,0.0,0.0,7167.7334,0.0,7167.7334,0.0,20,1,1,6,0,4.5,Consumer
2023-01-01 20:45:00,0.0,0.0,0.0,0.0,3530.4565,0.0,3530.4565,0.0,20,1,1,6,0,4.5,Consumer
2023-01-01 21:00:00,0.0,0.0,0.0,0.0,2592.179,0.0,2592.179,0.0,21,1,1,6,0,4.5,Consumer
2023-01-01 21:15:00,0.0,0.0,0.0,0.0,4332.389,0.0,4332.389,0.0,21,1,1,6,0,4.5,Consumer
2023-01-01 21:30:00,0.0,0.0,0.0,0.0,4315.3037,0.0,4315.3037,0.0,21,1,1,6,0,4.5,Consumer
2023-01-01 21:45:00,0.0,0.0,0.0,0.0,3121.669,0.0,3121.669,0.0,21,1,1,6,0,4.5,Consumer
2023-01-01 22:00:00,0.0,0.0,0.0,0.0,1948.9478,0.0,1948.9478,0.0,22,1,1,6,0,4.5,Consumer
2023-01-01 22:15:00,0.0,0.0,0.0,0.0,2505.044,0.0,2505.044,0.0,22,1,1,6,0,4.5,Consumer
2023-01-01 22:30:00,0.0,0.0,0.0,0.0,1896.7958,0.0,1896.7958,0.0,22,1,1,6,0,4.5,Consumer
2023-01-01 22:45:00,0.0,0.0,0.0,0.0,2118.1519,0.0,2118.1519,0.0,22,1,1,6,0,4.5,Consumer
2023-01-01 23:00:00,0.0,0.0,0.0,0.0,2020.3011,0.0,2020.3011,0.0,23,1,1,6,0,4.5,Consumer
2023-01-01 23:15:00,0.0,0.0,0.0,0.0,2000.0613,0.0,2000.0613,0.0,23,1,1,6,0,4.5,Consumer
2023-01-01 23:30:00,0.0,0.0,0.0,0.0,2097.6958,0.0,2097.6958,0.0,23,1,1,6,0,4.5,Consumer
2023-01-01 23:45:00,0.0,0.0,0.0,0.0,2526.4976,0.0,2526.4976,0.0,23,1,1,6,0,4.5,Consumer
2023-01-02 00:00:00,0.0,0.0,0.0,0.0,1942.5741,0.0,1942.5741,0.0,0,2,1,0,0,4.5,Consumer
2023-01-02 00:15:00,0.0,0.0,0.0,0.0,2221.8142,0.0,2221.8142,0.0,0,2,1,0,0,4.5,Consumer
2023-01-02 00:30:00,0.0,0.0,0.0,0.0,2243.2922,0.0,2243.2922,0.0,0,2,1,0,0,4.5,Consumer
2023-01-02 00:45:00,0.0,0.0,0.0,0.0,2437.0862,0.0,2437.0862,0.0,0,2,1,0,0,4.5,Consumer
2023-01-02 01:00:00,0.0,0.0,0.0,0.0,2083.704,0.0,2083.704,0.0,1,2,1,0,0,4.5,Consumer
2023-01-02 01:15:00,0.0,0.0,0.0,0.0,2101.4128,0.0,2101.4128,0.0,1,2,1,0,0,4.5,Consumer
2023-01-02 01:30:00,0.0,0.0,0.0,0.0,2022.2312,0.0,2022.2312,0.0,1,2,1,0,0,4.5,Consumer
2023-01-02 01:45:00,0.0,0.0,0.0,0.0,2100.2927,0.0,2100.2927,0.0,1,2,1,0,0,4.5,Consumer
2023-01-02 02:00:00,0.0,0.0,0.0,0.0,1899.8402,0.0,1899.8402,0.0,2,2,1,0,0,4.5,Consumer
2023-01-02 02:15:00,0.0,0.0,0.0,0.0,2159.728,0.0,2159.728,0.0,2,2,1,0,0,4.5,Consumer
2023-01-02 02:30:00,0.0,0.0,0.0,0.0,2349.265,0.0,2349.265,0.0,2,2,1,0,0,4.5,Consumer
2023-01-02 02:45:00,0.0,0.0,0.0,0.0,1857.2969,0.0,1857.2969,0.0,2,2,1,0,0,4.5,Consumer
2023-01-02 03:00:00,0.0,0.0,0.0,0.0,2121.3462,0.0,2121.3462,0.0,3,2,1,0,0,4.5,Consumer
2023-01-02 03:15:00,0.0,0.0,0.0,0.0,1889.9551,0.0,1889.9551,0.0,3,2,1,0,0,4.5,Consumer
2023-01-02 03:30:00,0.0,0.0,0.0,0.0,1752.4371,0.0,1752.4371,0.0,3,2,1,0,0,4.5,Consumer
2023-01-02 03:45:00,0.0,0.0,0.0,0.0,1861.0085,0.0,1861.0085,0.0,3,2,1,0,0,4.5,Consumer
2023-01-02 04:00:00,0.0,0.0,0.0,0.0,1652.2477,0.0,1652.2477,0.0,4,2,1,0,0,4.5,Consumer
2023-01-02 04:15:00,0.0,0.0,0.0,0.0,1855.2211,0.0,1855.2211,0.0,4,2,1,0,0,4.5,Consumer
2023-01-02 04:30:00,0.0,0.0,0.0,0.0,1874.2506,0.0,1874.2506,0.0,4,2,1,0,0,4.5,Consumer
2023-01-02 04:45:00,0.0,0.0,0.0,0.0,2194.5327,0.0,2194.5327,0.0,4,2,1,0,0,4.5,Consumer
2023-01-02 05:00:00,0.0,0.0,0.0,0.0,1913.5576,0.0,1913.5576,0.0,5,2,1,0,0,4.5,Consumer
2023-01-02 05:15:00,0.0,0.0,0.0,0.0,1921.1954,0.0,1921.1954,0.0,5,2,1,0,0,4.5,Consumer
2023-01-02 05:30:00,0.0,0.0,0.0,0.0,1888.6628,0.0,1888.6628,0.0,5,2,1,0,0,4.5,Consumer
2023-01-02 05:45:00,0.0,0.0,0.0,0.0,2025.652,0.0,2025.652,0.0,5,2,1,0,0,4.5,Consumer
2023-01-02 06:00:00,0.0,0.0,0.0,0.0,1148.6412,0.0,1148.6412,0.0,6,2,1,0,1,6.5,Consumer
2023-01-02 06:15:00,0.0,0.0,0.0,0.0,1265.029,0.0,1265.029,0.0,6,2,1,0,1,6.5,Consumer
2023-01-02 06:30:00,0.0,0.0,0.0,0.0,1757.1997,0.0,1757.1997,0.0,6,2,1,0,1,6.5,Consumer
2023-01-02 06:45:00,144.33333,0.0,0.0,144.33333,1185.4534,0.0,1041.12,144.33333,6,2,1,0,1,6.5,Prosumer
2023-01-02 07:00:00,307.66666,0.0,0.0,307.66666,988.63153,0.0,680.96484,307.66666,7,2,1,0,1,6.5,Prosumer
2023-01-02 07:15:00,629.3333,0.0,0.0,629.3333,958.2123,0.0,328.879,629.3333,7,2,1,0,1,6.5,Prosumer
2023-01-02 07:30:00,926.3333,0.0,107.17713,819.1562,832.9203,0.0,13.764079,819.1562,7,2,1,0,1,6.5,Producer
2023-01-02 07:45:00,1237.3334,0.0,0.0,1237.3334,1935.7416,0.0,698.4082,1237.3334,7,2,1,0,1,6.5,Prosumer
2023-01-02 08:00:00,1502.3334,0.0,0.0,1502.3334,2299.8801,0.0,797.54675,1502.3334,8,2,1,0,1,6.5,Prosumer
2023-01-02 08:15:00,1775.3334,0.0,0.0,1775.3334,3401.0796,0.0,1625.7463,1775.3334,8,2,1,0,1,6.5,Prosumer
2023-01-02 08:30:00,2003.6666,0.0,156.9184,1846.7482,2850.0,0.0,1003.2519,1846.7482,8,2,1,0,1,6.5,Prosumer
2023-01-02 08:45:00,2606.3333,0.0,1349.0641,1257.2692,1257.2692,0.0,0.0,1257.2692,8,2,1,0,1,6.5,Producer
2023-01-02 09:00:00,3386.0,0.0,181.07036,3204.9297,3274.3442,0.0,69.41448,3204.9297,9,2,1,0,1,6.5,Producer
2023-01-02 09:15:00,4211.6665,0.0,1236.8315,2974.835,2974.835,0.0,0.0,2974.835,9,2,1,0,1,6.5,Producer
2023-01-02 09:30:00,5103.3335,0.0,3673.2844,1430.049,1430.049,0.0,0.0,1430.049,9,2,1,0,1,6.5,Producer
2023-01-02 09:45:00,5421.3335,0.0,2730.818,2690.5156,2690.5156,0.0,0.0,2690.5156,9,2,1,0,1,6.5,Producer
2023-01-02 10:00:00,6073.0,0.0,4978.873,1094.1268,1094.1268,0.0,0.0,1094.1268,10,2,1,0,1,6.5,Producer
2023-01-02 10:15:00,6741.0,0.0,5493.8667,1247.1332,1247.1332,0.0,0.0,1247.1332,10,2,1,0,1,6.5,Producer
2023-01-02 10:30:00,6989.0,0.0,5766.5244,1222.4757,1222.4757,0.0,0.0,1222.4757,10,2,1,0,1,6.5,Producer
2023-01-02 10:45:00,7549.3335,0.0,6334.832,1214.5015,1214.5015,0.0,0.0,1214.5015,10,2,1,0,1,6.5,Producer
2023-01-02 11:00:00,7753.6665,0.0,6518.3164,1235.3502,1235.3502,0.0,0.0,1235.3502,11,2,1,0,1,6.5,Producer
2023-01-02 11:15:00,7700.6665,0.0,6485.8506,1214.8157,1214.8157,0.0,0.0,1214.8157,11,2,1,0,1,6.5,Producer
2023-01-02 11:30:00,7420.0,0.0,4460.031,2959.9692,2959.9692,0.0,0.0,2959.9692,11,2,1,0,1,6.5,Producer
2023-01-02 11:45:00,8708.333,0.0,6091.547,2616.7864,2616.7864,0.0,0.0,2616.7864,11,2,1,0,1,6.5,Producer
2023-01-02 12:00:00,8347.333,0.0,5536.5156,2810.8171,2810.8171,0.0,0.0,2810.8171,12,2,1,0,1,6.5,Producer
2023-01-02 12:15:00,8556.667,0.0,5330.2275,3226.4392,3226.4392,0.0,0.0,3226.4392,12,2,1,0,1,6.5,Producer
2023-01-02 12:30:00,8787.0,0.0,5615.8438,3171.1565,3171.1565,0.0,0.0,3171.1565,12,2,1,0,1,6.5,Producer
2023-01-02 12:45:00,8593.333,0.0,4554.439,4038.8943,4038.8943,0.0,0.0,4038.8943,12,2,1,0,1,6.5,Producer
2023-01-02 13:00:00,7430.6665,0.0,4956.9683,2473.6978,2473.6978,0.0,0.0,2473.6978,13,2,1,0,1,6.5,Producer
2023-01-02 13:15:00,7973.6665,0.0,6706.798,1266.8687,1266.8687,0.0,0.0,1266.8687,13,2,1,0,1,6.5,Producer
2023-01-02 13:30:00,8088.6665,0.0,6860.257,1228.4094,1228.4094,0.0,0.0,1228.4094,13,2,1,0,1,6.5,Producer
2023-01-02 13:45:00,8024.6665,0.0,6963.285,1061.3811,1061.3811,0.0,0.0,1061.3811,13,2,1,0,1,6.5,Producer
2023-01-02 14:00:00,7703.0,0.0,6748.3643,954.63556,954.63556,0.0,0.0,954.63556,14,2,1,0,1,6.5,Producer
2023-01-02 14:15:00,7287.6665,0.0,4146.684,3140.9824,3140.9824,0.0,0.0,3140.9824,14,2,1,0,1,6.5,Producer
2023-01-02 14:30:00,6675.3335,0.0,3775.688,2899.646,2899.646,0.0,0.0,2899.646,14,2,1,0,1,6.5,Producer
2023-01-02 14:45:00,6346.6665,0.0,3449.3962,2897.2703,2897.2703,0.0,0.0,2897.2703,14,2,1,0,1,6.5,Producer
2023-01-02 15:00:00,5882.0,0.0,2948.36,2933.64,2933.64,0.0,0.0,2933.64,15,2,1,0,1,6.5,Producer
2023-01-02 15:15:00,5055.6665,0.0,1962.2068,3093.4592,3093.4592,0.0,0.0,3093.4592,15,2,1,0,1,6.5,Producer
2023-01-02 15:30:00,4622.6665,0.0,1649.916,2972.7502,2972.7502,0.0,0.0,2972.7502,15,2,1,0,1,6.5,Producer
2023-01-02 15:45:00,3983.3333,0.0,1138.3796,2844.9536,2844.9536,0.0,0.0,2844.9536,15,2,1,0,1,6.5,Producer
2023-01-02 16:00:00,3504.0,0.0,2033.8953,1470.1047,1470.1047,0.0,0.0,1470.1047,16,2,1,0,1,6.5,Producer
2023-01-02 16:15:00,2841.3333,0.0,1089.7139,1751.6193,1751.6193,0.0,0.0,1751.6193,16,2,1,0,1,6.5,Producer
2023-01-02 16:30:00,2266.6667,0.0,543.47504,1723.1917,1723.1917,0.0,0.0,1723.1917,16,2,1,0,1,6.5,Producer
2023-01-02 16:45:00,1668.0,0.0,163.41142,1504.5886,1768.1931,0.0,263.6045,1504.5886,16,2,1,0,1,6.5,Prosumer
2023-01-02 17:00:00,1229.6666,0.0,0.0,1229.6666,2524.8274,0.0,1295.1608,1229.6666,17,2,1,0,1,6.5,Prosumer
2023-01-02 17:15:00,931.3333,0.0,0.0,931.3333,1932.858,0.0,1001.5247,931.3333,17,2,1,0,1,6.5,Prosumer
2023-01-02 17:30:00,705.3333,0.0,0.0,705.3333,1004.13904,0.0,298.8057,705.3333,17,2,1,0,1,6.5,Prosumer
2023-01-02 17:45:00,457.66666,0.0,0.0,457.66666,1387.9409,0.0,930.2743,457.66666,17,2,1,0,1,6.5,Prosumer
2023-01-02 18:00:00,146.33333,0.0,0.0,146.33333,1649.934,0.0,1503.6006,146.33333,18,2,1,0,0,4.5,Prosumer
2023-01-02 18:15:00,34.0,0.0,0.0,34.0,1923.9174,0.0,1889.9174,34.0,18,2,1,0,0,4.5,Prosumer
2023-01-02 18:30:00,0.0,0.0,0.0,0.0,2473.1326,0.0,2473.1326,0.0,18,2,1,0,0,4.5,Consumer
2023-01-02 18:45:00,0.0,0.0,0.0,0.0,4061.0593,0.0,4061.0593,0.0,18,2,1,0,0,4.5,Consumer
2023-01-02 19:00:00,0.0,0.0,0.0,0.0,2100.4172,0.0,2100.4172,0.0,19,2,1,0,0,4.5,Consumer
2023-01-02 19:15:00,0.0,0.0,0.0,0.0,2727.4465,0.0,2727.4465,0.0,19,2,1,0,0,4.5,Consumer
2023-01-02 19:30:00,0.0,0.0,0.0,0.0,3560.4219,0.0,3560.4219,0.0,19,2,1,0,0,4.5,Consumer
2023-01-02 19:45:00,0.0,0.0,0.0,0.0,2881.397,0.0,2881.397,0.0,19,2,1,0,0,4.5,Consumer
2023-01-02 20:00:00,0.0,0.0,0.0,0.0,2810.5715,0.0,2810.5715,0.0,20,2,1,0,0,4.5,Consumer
2023-01-02 20:15:00,0.0,0.0,0.0,0.0,5043.488,0.0,5043.488,0.0,20,2,1,0,0,4.5,Consumer
2023-01-02 20:30:00,0.0,0.0,0.0,0.0,6872.763,0.0,6872.763,0.0,20,2,1,0,0,4.5,Consumer
2023-01-02 20:45:00,0.0,0.0,0.0,0.0,6987.0073,0.0,6987.0073,0.0,20,2,1,0,0,4.5,Consumer
2023-01-02 21:00:00,0.0,0.0,0.0,0.0,5608.08,0.0,5608.08,0.0,21,2,1,0,0,4.5,Consumer
2023-01-02 21:15:00,0.0,0.0,0.0,0.0,2828.275,0.0,2828.275,0.0,21,2,1,0,0,4.5,Consumer
2023-01-02 21:30:00,0.0,0.0,0.0,0.0,2189.401,0.0,2189.401,0.0,21,2,1,0,0,4.5,Consumer
2023-01-02 21:45:00,0.0,0.0,0.0,0.0,1723.526,0.0,1723.526,0.0,21,2,1,0,0,4.5,Consumer
2023-01-02 22:00:00,0.0,0.0,0.0,0.0,2533.165,0.0,2533.165,0.0,22,2,1,0,0,4.5,Consumer
2023-01-02 22:15:00,0.0,0.0,0.0,0.0,2017.8435,0.0,2017.8435,0.0,22,2,1,0,0,4.5,Consumer
2023-01-02 22:30:00,0.0,0.0,0.0,0.0,1992.8981,0.0,1992.8981,0.0,22,2,1,0,0,4.5,Consumer
2023-01-02 22:45:00,0.0,0.0,0.0,0.0,2278.1807,0.0,2278.1807,0.0,22,2,1,0,0,4.5,Consumer
2023-01-02 23:00:00,0.0,0.0,0.0,0.0,2117.34,0.0,2117.34,0.0,23,2,1,0,0,4.5,Consumer
2023-01-02 23:15:00,0.0,0.0,0.0,0.0,2375.986,0.0,2375.986,0.0,23,2,1,0,0,4.5,Consumer
2023-01-02 23:30:00,0.0,0.0,0.0,0.0,1920.378,0.0,1920.378,0.0,23,2,1,0,0,4.5,Consumer
2023-01-02 23:45:00,0.0,0.0,0.0,0.0,2289.1252,0.0,2289.1252,0.0,23,2,1,0,0,4.5,Consumer
2023-01-03 00:00:00,0.0,0.0,0.0,0.0,2511.2446,0.0,2511.2446,0.0,0,3,1,1,0,4.5,Consumer
2023-01-03 00:15:00,0.0,0.0,0.0,0.0,2310.0884,0.0,2310.0884,0.0,0,3,1,1,0,4.5,Consumer
2023-01-03 00:30:00,0.0,0.0,0.0,0.0,3175.3445,0.0,3175.3445,0.0,0,3,1,1,0,4.5,Consumer
2023-01-03 00:45:00,0.0,0.0,0.0,0.0,3301.9917,0.0,3301.9917,0.0,0,3,1,1,0,4.5,Consumer
2023-01-03 01:00:00,0.0,0.0,0.0,0.0,2788.3472,0.0,2788.3472,0.0,1,3,1,1,0,4.5,Consumer
2023-01-03 01:15:00,0.0,0.0,0.0,0.0,2559.1777,0.0,2559.1777,0.0,1,3,1,1,0,4.5,Consumer
2023-01-03 01:30:00,0.0,0.0,0.0,0.0,1998.8198,0.0,1998.8198,0.0,1,3,1,1,0,4.5,Consumer
